missingPings,totalPings,wardsPlaced,wardsKilled,detectorsPlaced,position,cctime,turretTakedowns,turretsLost,duration,champ,win
7,20,13,5,1,SOLO,15,4,7,2082,Azir,True
0,20,9,3,0,NONE,0,1,7,2082,Lucian,True
2,15,31,4,2,SOLO,31,3,7,2082,Bard,True
1,8,5,0,0,SUPPORT,10,2,0,954,Aatrox,True
7,34,3,2,0,SUPPORT,15,1,0,954,Udyr,True
2,8,6,0,0,SUPPORT,22,0,0,954,Vex,True
4,55,4,1,0,SUPPORT,0,1,0,954,Kaisa,True
5,33,13,2,2,SUPPORT,24,0,0,954,Nautilus,True
4,17,6,0,1,SUPPORT,8,0,3,954,Jayce,False
2,13,0,1,0,SUPPORT,21,0,3,954,Zac,False
2,15,2,0,0,SUPPORT,9,0,3,954,Yasuo,False
8,19,4,0,0,SUPPORT,6,0,3,954,Varus,False
1,10,10,4,0,SUPPORT,40,0,3,954,Zoe,False
17,64,10,1,0,SOLO,20,1,4,1640,Camille,True
4,31,1,8,0,NONE,25,0,4,1640,Elise,True
7,28,10,1,0,SOLO,41,0,4,1640,Galio,True
6,29,8,7,0,CARRY,7,2,4,1640,Yunara,True
8,78,37,11,7,SUPPORT,21,1,4,1640,Karma,True
5,23,7,5,0,SOLO,41,1,3,1640,Riven,False
32,178,9,1,0,NONE,23,0,3,1640,Viego,False
12,51,4,3,1,SOLO,7,2,3,1640,Zed,False
0,18,7,2,0,CARRY,52,1,3,1640,TwistedFate,False
17,76,34,8,6,SUPPORT,26,0,3,1640,Shaco,False
1,9,14,4,0,DUO,35,3,10,2277,Riven,False
3,14,3,4,1,NONE,6,1,10,2277,MasterYi,False
7,18,13,2,0,DUO,10,1,10,2277,Aurora,False
3,28,14,2,1,CARRY,0,4,10,2277,Sivir,False
3,10,20,1,0,SUPPORT,23,3,10,2277,TahmKench,False
6,43,9,1,0,SOLO,45,5,5,2277,Sett,True
0,28,20,4,0,NONE,10,2,5,2277,Fizz,True
2,25,13,3,1,SOLO,61,2,5,2277,Lux,True
3,5,13,11,0,CARRY,2,5,5,2277,Lucian,True
5,13,36,7,5,SUPPORT,64,3,5,2277,Thresh,True
0,7,8,3,1,SOLO,5,1,9,1987,Talon,False
12,52,6,3,3,NONE,24,1,9,1987,Volibear,False
4,6,3,6,0,SOLO,38,1,9,1987,Mel,False
13,128,13,3,4,CARRY,2,1,9,1987,Ezreal,False
10,46,37,16,3,SUPPORT,30,0,9,1987,Pyke,False
5,206,13,6,5,SOLO,31,3,5,1987,Kennen,True
4,24,7,4,5,NONE,34,0,5,1987,Gragas,True
0,7,6,5,0,DUO,6,5,5,1987,Kled,True
12,159,17,5,5,DUO,11,4,5,1987,Tristana,True
6,62,43,8,0,SOLO,20,7,5,1987,Sona,True
2,9,6,0,0,SUPPORT,58,2,0,1110,Chogath,True
3,30,2,4,1,SUPPORT,16,1,0,1110,Briar,True
20,61,6,1,0,SUPPORT,20,2,0,1110,Taliyah,True
2,14,6,3,0,SUPPORT,7,2,0,1110,Smolder,True
11,44,12,1,2,SUPPORT,27,3,0,1110,Nautilus,True
0,8,6,1,0,SUPPORT,14,0,6,1110,Camille,False
12,35,4,1,2,SUPPORT,8,0,6,1110,XinZhao,False
0,1,3,2,1,DUO,27,0,6,1110,Malzahar,False
2,4,2,2,0,SUPPORT,0,0,6,1110,Lucian,False
4,19,20,3,3,SUPPORT,17,0,6,1110,Braum,False
4,9,10,1,0,SOLO,3,1,9,1732,Vladimir,False
10,66,2,4,1,NONE,5,1,9,1732,MasterYi,False
7,16,7,0,0,SOLO,15,0,9,1732,Viego,False
5,18,6,1,1,CARRY,20,0,9,1732,Jinx,False
3,20,21,11,0,SUPPORT,25,0,9,1732,Pyke,False
4,57,10,0,0,SOLO,28,3,2,1732,Anivia,True
6,37,1,8,1,NONE,18,2,2,1732,Ekko,True
5,14,10,0,1,SOLO,16,1,2,1732,Yone,True
8,94,8,2,0,CARRY,31,4,2,1732,Caitlyn,True
0,17,30,3,4,SUPPORT,47,5,2,1732,Thresh,True
9,21,7,1,0,DUO,81,4,6,2239,Gragas,True
6,50,10,8,7,NONE,35,1,6,2239,Zaahen,True
4,10,11,1,0,DUO,2,0,6,2239,Akali,True
0,19,9,3,1,CARRY,14,5,6,2239,Vayne,True
62,106,62,8,8,SUPPORT,28,6,6,2239,Karma,True
7,18,13,3,0,SOLO,35,2,9,2239,Darius,False
11,85,2,14,1,NONE,42,1,9,2239,XinZhao,False
3,36,8,1,0,SOLO,37,3,9,2239,Yone,False
11,43,13,1,0,CARRY,3,2,9,2239,Sivir,False
5,13,29,17,4,SUPPORT,33,3,9,2239,Milio,False
6,18,10,2,0,SOLO,9,0,11,1676,Jayce,False
16,135,11,5,2,NONE,27,1,11,1676,LeeSin,False
4,32,10,1,0,SOLO,17,1,11,1676,Annie,False
5,70,4,1,0,CARRY,3,0,11,1676,Vayne,False
5,19,40,7,1,SUPPORT,87,0,11,1676,Morgana,False
39,101,13,3,3,DUO,6,5,2,1676,Gwen,True
4,30,5,3,2,NONE,19,3,2,1676,Hecarim,True
5,27,9,2,0,SOLO,4,3,2,1676,Kassadin,True
14,108,9,3,1,DUO,22,5,2,1676,Caitlyn,True
0,27,36,8,7,SOLO,45,3,2,1676,Nautilus,True
6,26,8,0,0,SOLO,39,2,9,1742,Volibear,False
3,21,4,3,0,NONE,31,0,9,1742,Briar,False
11,38,14,2,5,SOLO,23,0,9,1742,Taliyah,False
1,41,9,5,0,CARRY,8,0,9,1742,Aphelios,False
2,31,27,5,1,SUPPORT,52,0,9,1742,Braum,False
1,10,7,0,0,CARRY,17,3,2,1742,Ambessa,True
6,141,0,4,0,SUPPORT,28,3,2,1742,Shaco,True
4,14,10,2,0,SOLO,0,3,2,1742,Ezreal,True
1,8,9,1,0,CARRY,21,4,2,1742,Caitlyn,True
1,20,35,14,4,SUPPORT,56,3,2,1742,Leona,True
0,1,10,1,3,DUO,10,2,0,1112,Irelia,True
10,43,5,2,0,SUPPORT,20,2,0,1112,Warwick,True
2,14,9,0,3,SUPPORT,15,2,0,1112,Pantheon,True
0,12,4,0,1,SUPPORT,8,2,0,1112,Caitlyn,True
3,30,13,1,2,SUPPORT,13,2,0,1112,Milio,True
0,2,0,2,0,SUPPORT,29,0,3,1112,FiddleSticks,False
0,5,4,1,2,SUPPORT,68,0,3,1112,Nocturne,False
0,16,7,0,0,SUPPORT,23,0,3,1112,Annie,False
1,2,3,0,0,SUPPORT,5,0,3,1112,Yunara,False
0,15,9,2,0,SUPPORT,25,0,3,1112,Blitzcrank,False
0,10,7,1,0,SOLO,23,1,10,1771,Renekton,False
8,83,2,4,1,NONE,22,0,10,1771,Graves,False
5,42,12,2,2,NONE,43,3,10,1771,TwistedFate,False
7,64,3,5,0,CARRY,1,1,10,1771,Samira,False
5,41,28,6,1,SUPPORT,37,0,10,1771,Leona,False
1,8,9,2,0,SOLO,19,4,4,1771,Darius,True
4,113,10,2,0,NONE,34,3,4,1771,Hecarim,True
10,39,14,3,0,DUO,41,2,4,1771,Ahri,True
8,60,14,1,3,DUO,7,8,4,1771,Corki,True
17,54,41,5,7,SOLO,39,4,4,1771,Nami,True
7,30,4,0,0,DUO,19,1,4,1143,Sion,False
5,17,6,0,0,SUPPORT,14,0,4,1143,Riven,False
0,0,4,1,0,SUPPORT,6,0,4,1143,Kayle,False
10,16,6,0,0,SUPPORT,27,0,4,1143,Ashe,False
0,6,13,1,0,SUPPORT,21,0,4,1143,TahmKench,False
1,2,8,0,1,SUPPORT,6,1,1,1143,Aurora,True
19,32,3,0,0,SUPPORT,10,1,1,1143,DrMundo,True
6,18,6,0,0,DUO,28,2,1,1143,Orianna,True
0,5,7,0,0,SUPPORT,16,1,1,1143,Jhin,True
0,7,16,2,0,SUPPORT,39,0,1,1143,Soraka,True
0,0,3,0,0,SUPPORT,2,0,4,910,Ambessa,False
0,3,2,0,0,SUPPORT,5,0,4,910,Rengar,False
0,9,4,2,0,SUPPORT,0,0,4,910,Akshan,False
0,4,6,0,0,SUPPORT,0,0,4,910,Lucian,False
2,15,9,1,1,SUPPORT,9,0,4,910,Braum,False
11,14,5,1,0,SUPPORT,14,2,0,910,KSante,True
0,37,3,2,1,SUPPORT,4,4,0,910,MonkeyKing,True
3,7,10,3,4,SUPPORT,3,1,0,910,Aurora,True
0,18,4,0,0,SUPPORT,27,4,0,910,Ashe,True
3,98,16,1,3,SUPPORT,15,4,0,910,Neeko,True
8,20,10,0,0,SOLO,31,4,3,1612,Urgot,True
14,136,5,1,4,NONE,20,5,3,1612,Lillia,True
17,104,6,8,2,SOLO,15,3,3,1612,Kennen,True
3,50,7,2,0,CARRY,11,4,3,1612,Jinx,True
5,54,26,9,5,SUPPORT,25,2,3,1612,Thresh,True
5,6,7,1,0,SOLO,9,0,10,1612,Irelia,False
14,76,1,0,0,NONE,11,1,10,1612,Hecarim,False
9,78,5,3,1,SOLO,10,2,10,1612,Sylas,False
2,57,6,5,1,CARRY,11,0,10,1612,Caitlyn,False
7,13,33,6,4,SUPPORT,36,0,10,1612,Janna,False
1,17,9,1,1,SOLO,26,0,10,1703,Darius,False
3,24,4,5,0,NONE,41,1,10,1703,Zyra,False
3,9,9,2,0,SOLO,29,1,10,1703,Viktor,False
3,20,8,1,0,CARRY,12,2,10,1703,Aphelios,False
4,92,32,4,0,SUPPORT,44,1,10,1703,Lux,False
0,12,10,0,0,SOLO,32,7,3,1703,Sett,True
0,62,2,5,2,NONE,28,3,3,1703,JarvanIV,True
12,82,10,2,2,SOLO,11,5,3,1703,Tristana,True
6,30,8,0,0,CARRY,41,3,3,1703,Mel,True
1,14,40,6,6,SUPPORT,36,6,3,1703,Soraka,True
3,27,10,2,0,SOLO,36,1,6,1694,Garen,False
11,103,4,6,2,NONE,25,0,6,1694,Warwick,False
11,104,7,2,0,DUO,34,2,6,1694,Taliyah,False
6,9,9,2,2,DUO,43,1,6,1694,Ashe,False
10,84,38,7,5,SUPPORT,49,0,6,1694,Nautilus,False
1,19,16,3,6,SOLO,22,2,3,1694,Urgot,True
12,106,9,5,0,NONE,25,1,3,1694,Sylas,True
9,48,19,0,4,SOLO,10,3,3,1694,Aurora,True
0,31,9,3,0,CARRY,29,2,3,1694,Jhin,True
8,89,40,4,7,SUPPORT,23,2,3,1694,Seraphine,True
2,8,7,0,0,SOLO,6,3,2,1411,Fiora,True
12,65,10,1,3,NONE,17,4,2,1411,Volibear,True
7,33,8,0,0,DUO,24,4,2,1411,Zoe,True
6,17,7,4,2,DUO,8,8,2,1411,Vayne,True
2,6,19,4,3,SUPPORT,20,6,2,1411,Lulu,True
2,10,6,0,0,SOLO,10,1,11,1411,DrMundo,False
1,16,4,3,0,NONE,12,0,11,1411,Karthus,False
3,17,8,0,0,CARRY,5,1,11,1411,Irelia,False
2,7,4,2,0,SOLO,0,0,11,1411,Kaisa,False
0,9,28,1,4,SUPPORT,28,0,11,1411,Lux,False
10,27,10,0,1,SOLO,9,0,11,1690,Aurora,False
9,19,3,2,1,NONE,23,0,11,1690,RekSai,False
7,35,3,2,0,CARRY,2,0,11,1690,Akali,False
1,20,8,0,0,SOLO,4,0,11,1690,MissFortune,False
35,116,38,10,5,SUPPORT,29,0,11,1690,Pyke,False
8,20,4,1,0,SOLO,33,6,0,1690,Riven,True
7,61,2,4,0,NONE,19,6,0,1690,XinZhao,True
3,8,9,2,2,SOLO,6,4,0,1690,Fizz,True
7,26,6,0,1,CARRY,16,3,0,1690,Ziggs,True
8,29,33,6,0,SUPPORT,34,7,0,1690,Rakan,True
0,83,9,0,1,SOLO,68,2,11,1625,Alistar,False
2,17,3,0,0,NONE,33,0,11,1625,Amumu,False
3,8,4,3,0,SOLO,14,1,11,1625,Fizz,False
6,28,6,5,0,CARRY,4,0,11,1625,Nilah,False
3,40,34,8,7,SUPPORT,24,0,11,1625,Poppy,False
8,21,7,0,0,DUO,11,4,3,1625,Vladimir,True
48,219,6,5,2,NONE,8,5,3,1625,Kindred,True
9,40,7,5,5,DUO,18,1,3,1625,Ahri,True
1,18,9,4,0,CARRY,7,7,3,1625,Tristana,True
10,59,30,2,3,SUPPORT,32,7,3,1625,Lulu,True
10,37,9,1,2,SOLO,76,1,1,1331,Nocturne,True
3,52,2,0,0,NONE,23,3,1,1331,RekSai,True
2,9,10,2,3,SOLO,10,5,1,1331,Orianna,True
0,0,5,0,1,CARRY,7,4,1,1331,Draven,True
0,9,16,2,2,SUPPORT,37,5,1,1331,Senna,True
0,5,5,1,0,SOLO,3,0,7,1331,Vladimir,False
3,25,2,2,1,NONE,25,0,7,1331,Udyr,False
8,27,12,3,4,SOLO,18,1,7,1331,Malzahar,False
8,18,8,1,0,CARRY,0,0,7,1331,Lucian,False
0,10,11,1,0,SUPPORT,19,0,7,1331,TahmKench,False
0,5,10,0,0,SOLO,20,3,5,1746,Heimerdinger,True
7,33,2,4,0,NONE,24,5,5,1746,Graves,True
12,42,10,1,2,SOLO,37,3,5,1746,Taliyah,True
4,17,7,4,0,CARRY,11,7,5,1746,Draven,True
2,21,32,2,2,SUPPORT,37,5,5,1746,Karma,True
1,37,5,3,0,SOLO,24,4,11,1746,Garen,False
2,22,0,4,0,NONE,4,3,11,1746,Talon,False
1,15,7,0,0,SOLO,3,4,11,1746,Vladimir,False
0,31,11,3,1,CARRY,19,3,11,1746,Jhin,False
0,35,31,6,8,SUPPORT,13,0,11,1746,Rakan,False
5,24,10,2,0,SOLO,40,5,9,2113,Renekton,True
0,22,6,7,2,NONE,24,4,9,2113,Nasus,True
14,47,8,0,0,SOLO,66,1,9,2113,Swain,True
1,33,13,2,0,CARRY,33,4,9,2113,Jinx,True
1,8,27,8,0,SUPPORT,87,2,9,2113,Morgana,True
13,25,5,4,1,SOLO,43,3,7,2113,Gragas,False
5,140,6,2,4,NONE,30,1,7,2113,Aatrox,False
2,16,11,1,0,SOLO,48,3,7,2113,Taliyah,False
2,20,12,1,1,NONE,35,6,7,2113,Yasuo,False
5,73,47,13,6,SOLO,53,4,7,2113,Nami,False
15,103,17,1,3,SOLO,68,3,10,2509,Kennen,False
1,57,24,2,7,NONE,54,5,10,2509,LeeSin,False
0,25,9,4,5,SOLO,48,3,10,2509,Zoe,False
0,9,9,5,0,CARRY,4,5,10,2509,Kaisa,False
4,11,42,6,6,SUPPORT,56,3,10,2509,Rell,False
9,65,13,4,0,SOLO,43,3,9,2509,Warwick,True
1,12,11,4,1,NONE,33,6,9,2509,Trundle,True
10,131,3,3,0,SOLO,2,0,9,2509,Akali,True
25,44,10,1,0,CARRY,15,5,9,2509,Smolder,True
15,96,53,10,7,SUPPORT,56,5,9,2509,Nami,True
0,3,3,0,0,SUPPORT,15,0,2,945,Malphite,False
3,9,4,0,2,SUPPORT,6,0,2,945,Aatrox,False
6,17,6,0,0,SUPPORT,12,0,2,945,Ahri,False
7,14,5,0,0,SUPPORT,2,0,2,945,MissFortune,False
0,2,6,6,0,SUPPORT,13,0,2,945,TahmKench,False
1,1,5,0,0,SUPPORT,9,2,0,945,Tryndamere,True
4,9,5,1,1,SUPPORT,13,0,0,945,Lillia,True
8,13,5,0,0,SUPPORT,8,0,0,945,Sylas,True
4,15,6,1,0,SUPPORT,12,0,0,945,Aphelios,True
3,16,8,1,1,SUPPORT,10,0,0,945,Milio,True
5,22,11,1,1,SOLO,6,2,6,1828,Vladimir,False
0,4,6,1,0,NONE,27,1,6,1828,Graves,False
9,18,7,1,0,SOLO,38,2,6,1828,Hwei,False
12,53,6,4,0,CARRY,2,1,6,1828,Sivir,False
0,15,35,8,8,SUPPORT,26,2,6,1828,Soraka,False
9,15,12,1,0,SOLO,57,2,5,1828,Gragas,True
0,27,3,8,1,NONE,38,2,5,1828,Zyra,True
4,25,7,2,0,SOLO,45,3,5,1828,TwistedFate,True
1,25,10,2,0,CARRY,8,3,5,1828,Lucian,True
1,11,38,8,1,SUPPORT,18,4,5,1828,Milio,True
0,2,5,0,0,SOLO,19,0,9,1492,Aatrox,False
0,20,4,2,1,NONE,4,0,9,1492,Naafiri,False
12,30,5,0,0,SOLO,12,0,9,1492,Sylas,False
0,0,8,7,0,CARRY,5,0,9,1492,Smolder,False
0,2,11,1,0,SUPPORT,15,0,9,1492,Yuumi,False
5,9,8,0,1,SOLO,21,3,0,1492,Yone,True
2,10,3,2,1,NONE,17,2,0,1492,Viego,True
1,13,6,1,1,SOLO,9,2,0,1492,Yasuo,True
0,1,2,1,0,CARRY,11,5,0,1492,Ziggs,True
0,2,19,5,3,SUPPORT,11,2,0,1492,Ahri,True
3,63,10,1,0,SOLO,35,3,5,2087,Warwick,False
16,148,4,2,3,NONE,39,2,5,2087,Shaco,False
22,79,5,3,0,DUO,43,3,5,2087,Ryze,False
1,5,3,2,0,DUO,55,0,5,2087,Jhin,False
0,1,32,6,4,SUPPORT,51,0,5,2087,Zoe,False
3,13,13,2,0,DUO,33,4,6,2087,Nasus,True
3,43,4,7,4,NONE,21,1,6,2087,Rumble,True
4,58,7,1,0,NONE,4,2,6,2087,Talon,True
0,45,10,4,0,DUO,54,3,6,2087,Senna,True
6,31,45,2,9,SOLO,32,2,6,2087,Yuumi,True
2,5,8,0,0,DUO,30,0,10,1673,Singed,False
2,3,3,4,1,NONE,21,1,10,1673,Skarner,False
18,58,11,1,1,DUO,15,2,10,1673,Velkoz,False
13,41,7,2,0,CARRY,5,1,10,1673,Vayne,False
16,34,34,9,5,SUPPORT,24,0,10,1673,Zilean,False
8,34,8,1,0,SOLO,47,3,3,1673,Ornn,True
15,120,3,1,2,SUPPORT,20,5,3,1673,Hecarim,True
7,32,5,3,1,CARRY,75,5,3,1673,Malzahar,True
1,18,9,6,0,CARRY,5,5,3,1673,Tristana,True
2,18,32,9,5,SUPPORT,22,5,3,1673,Nami,True
2,25,7,1,1,DUO,14,8,1,1538,Renekton,True
8,22,10,1,0,NONE,27,6,1,1538,Malphite,True
7,12,6,2,0,SUPPORT,6,5,1,1538,Kayle,True
1,12,5,3,0,SUPPORT,11,6,1,1538,KogMaw,True
0,8,20,5,1,SUPPORT,30,5,1,1538,Amumu,True
4,4,4,0,1,SOLO,16,0,11,1538,Shen,False
2,36,4,2,1,NONE,12,0,11,1538,Rengar,False
6,21,9,0,1,SOLO,31,0,11,1538,Lux,False
0,6,8,3,2,CARRY,42,1,11,1538,Sion,False
0,3,17,5,1,SUPPORT,57,1,11,1538,Zoe,False
4,63,12,2,1,SOLO,26,3,3,2050,Rumble,True
4,97,10,9,9,NONE,30,3,3,2050,XinZhao,True
12,47,13,5,1,SOLO,49,4,3,2050,Syndra,True
1,47,11,6,2,CARRY,1,3,3,2050,Lucian,True
6,81,36,7,6,SUPPORT,48,3,3,2050,Neeko,True
7,20,12,7,1,DUO,35,2,8,2050,Riven,False
9,98,4,11,4,NONE,45,1,8,2050,Volibear,False
13,26,8,5,2,CARRY,25,1,8,2050,Xerath,False
1,47,14,1,0,DUO,35,1,8,2050,Veigar,False
1,14,38,8,6,SUPPORT,39,1,8,2050,Nami,False
30,66,6,0,0,SOLO,18,3,11,1784,Riven,False
1,45,1,2,0,NONE,46,0,11,1784,Skarner,False
14,71,10,1,0,SOLO,23,0,11,1784,Mel,False
6,21,12,1,0,CARRY,43,1,11,1784,Jhin,False
3,16,35,9,3,SUPPORT,15,0,11,1784,Milio,False
2,21,6,0,0,SOLO,14,7,4,1784,Aatrox,True
8,85,2,4,0,NONE,24,5,4,1784,Rengar,True
1,25,11,0,0,SOLO,31,4,4,1784,Syndra,True
8,77,11,1,2,CARRY,33,6,4,1784,Varus,True
2,21,30,7,2,SUPPORT,41,3,4,1784,Bard,True
2,24,11,2,0,SOLO,50,3,4,2071,Renekton,True
8,106,3,14,1,NONE,19,3,4,2071,Khazix,True
5,48,12,3,1,SOLO,27,5,4,2071,Viktor,True
0,11,9,2,1,CARRY,48,5,4,2071,Varus,True
0,46,29,11,2,SUPPORT,31,6,4,2071,Milio,True
10,47,13,1,0,SOLO,47,4,10,2071,Malphite,False
4,170,12,2,0,NONE,9,0,10,2071,Naafiri,False
4,24,10,1,0,SOLO,50,0,10,2071,Taliyah,False
0,19,10,0,1,CARRY,41,1,10,2071,Senna,False
3,23,33,4,1,SUPPORT,35,1,10,2071,Rakan,False
8,21,11,0,0,SOLO,19,7,5,1997,DrMundo,True
3,12,12,5,0,NONE,35,0,5,1997,Sylas,True
26,40,4,1,0,CARRY,17,1,5,1997,Yasuo,True
5,8,12,1,0,SOLO,18,3,5,1997,Vayne,True
9,30,41,12,2,SUPPORT,49,2,5,1997,Brand,True
3,37,7,1,0,SOLO,28,3,10,1997,Yone,False
7,47,5,3,5,NONE,7,2,10,1997,Khazix,False
19,43,11,1,1,SOLO,31,0,10,1997,Syndra,False
3,74,13,3,4,CARRY,8,1,10,1997,Kaisa,False
10,55,32,3,4,SUPPORT,74,1,10,1997,Alistar,False
1,1,3,0,0,SUPPORT,11,0,3,923,Zaahen,False
0,9,2,1,0,SUPPORT,4,0,3,923,Viego,False
2,6,6,1,1,SUPPORT,4,0,3,923,Leblanc,False
0,4,2,0,0,SUPPORT,0,0,3,923,Ezreal,False
0,1,9,1,0,SUPPORT,8,0,3,923,Milio,False
2,2,2,0,0,SUPPORT,12,0,0,923,Singed,True
6,17,3,1,2,SUPPORT,2,0,0,923,Zed,True
8,14,5,0,0,SUPPORT,11,1,0,923,Zoe,True
3,7,4,0,0,SUPPORT,2,2,0,923,Aphelios,True
0,1,6,3,1,SUPPORT,12,2,0,923,Thresh,True
9,26,12,0,0,SOLO,25,2,5,1782,KSante,True
0,28,1,5,0,NONE,12,5,5,1782,MasterYi,True
6,31,7,3,2,DUO,18,4,5,1782,Sylas,True
36,45,10,0,0,DUO,10,8,5,1782,Yunara,True
5,55,32,3,0,SOLO,42,7,5,1782,Lulu,True
5,15,7,0,0,NONE,75,2,9,1782,Gragas,False
23,84,2,5,0,NONE,17,1,9,1782,JarvanIV,False
2,21,5,3,0,DUO,5,1,9,1782,Talon,False
8,74,7,1,0,DUO,7,2,9,1782,Smolder,False
2,53,28,5,1,SOLO,41,2,9,1782,Seraphine,False
